FECHA_GRUPO,ACUMULADO (msnm),FECHA_ACUMULADO,ACUMULADO (hm3),FECHA_ACUMULADO
1/1/2015,478.98,1/1/2015 8:00,274.636,1/1/2015 8:00
2/1/2015,479.06,2/1/2015 8:00,275.825,2/1/2015 8:00
3/1/2015,479.11,3/1/2015 8:00,276.571,3/1/2015 8:00
4/1/2015,479.13,4/1/2015 8:00,276.869,4/1/2015 8:00
5/1/2015,479.19,5/1/2015 8:00,277.765,5/1/2015 8:00
6/1/2015,479.23,6/1/2015 8:00,278.364,6/1/2015 8:00
7/1/2015,479.26,7/1/2015 8:00,278.814,7/1/2015 8:00
8/1/2015,479.27,8/1/2015 8:00,278.964,8/1/2015 8:00
9/1/2015,479.27,9/1/2015 8:00,278.964,9/1/2015 8:00
10/1/2015,479.29,10/1/2015 8:00,279.264,10/1/2015 8:00
11/1/2015,479.29,11/1/2015 8:00,279.264,11/1/2015 8:00
12/1/2015,479.32,12/1/2015 8:00,279.715,12/1/2015 8:00
13/01/2015,479.34,13/01/2015 08:00,280.015,13/01/2015 08:00
14/01/2015,479.35,14/01/2015 08:00,280.166,14/01/2015 08:00
15/01/2015,479.35,15/01/2015 08:00,280.166,15/01/2015 08:00
16/01/2015,479.35,16/01/2015 08:00,280.166,16/01/2015 08:00
17/01/2015,479.48,17/01/2015 08:00,282.126,17/01/2015 08:00
18/01/2015,479.59,18/01/2015 08:00,283.792,18/01/2015 08:00
19/01/2015,479.67,19/01/2015 08:00,285.008,19/01/2015 08:00
20/01/2015,479.75,20/01/2015 08:00,286.228,20/01/2015 08:00
21/01/2015,479.81,21/01/2015 08:00,287.144,21/01/2015 08:00
22/01/2015,479.88,22/01/2015 08:00,288.217,22/01/2015 08:00
23/01/2015,479.93,23/01/2015 08:00,288.984,23/01/2015 08:00
24/01/2015,479.98,24/01/2015 08:00,289.753,24/01/2015 08:00
25/01/2015,480.03,25/01/2015 08:00,290.524,25/01/2015 08:00
26/01/2015,480.08,26/01/2015 08:00,291.296,26/01/2015 08:00
27/01/2015,480.13,27/01/2015 08:00,292.069,27/01/2015 08:00
28/01/2015,480.19,28/01/2015 08:00,292.998,28/01/2015 08:00
29/01/2015,480.27,29/01/2015 08:00,294.241,29/01/2015 08:00
30/01/2015,480.43,30/01/2015 08:00,296.738,30/01/2015 08:00
31/01/2015,481.12,31/01/2015 08:00,307.673,31/01/2015 08:00
1/2/2015,481.56,1/2/2015 8:00,314.793,1/2/2015 8:00
2/2/2015,481.82,2/2/2015 8:00,319.055,2/2/2015 8:00
3/2/2015,482,3/2/2015 8:00,322.03,3/2/2015 8:00
4/2/2015,482.17,4/2/2015 8:00,324.858,4/2/2015 8:00
5/2/2015,482.29,5/2/2015 8:00,326.865,5/2/2015 8:00
6/2/2015,482.41,6/2/2015 8:00,328.882,6/2/2015 8:00
7/2/2015,482.52,7/2/2015 8:00,330.738,7/2/2015 8:00
8/2/2015,482.64,8/2/2015 8:00,332.771,8/2/2015 8:00
9/2/2015,482.74,9/2/2015 8:00,334.473,9/2/2015 8:00
10/2/2015,482.86,10/2/2015 8:00,336.523,10/2/2015 8:00
11/2/2015,482.98,11/2/2015 8:00,338.583,11/2/2015 8:00
12/2/2015,483.12,12/2/2015 8:00,341.02,12/2/2015 8:00
13/02/2015,483.3,13/02/2015 08:00,344.122,13/02/2015 08:00
14/02/2015,483.5,14/02/2015 08:00,347.617,14/02/2015 08:00
15/02/2015,483.89,15/02/2015 08:00,354.511,15/02/2015 08:00
16/02/2015,484.55,16/02/2015 08:00,366.415,16/02/2015 08:00
17/02/2015,485.02,17/02/2015 08:00,375.079,17/02/2015 08:00
18/02/2015,485.43,18/02/2015 08:00,382.767,18/02/2015 08:00
19/02/2015,485.39,19/02/2015 08:00,382.011,19/02/2015 08:00
20/02/2015,485.23,20/02/2015 08:00,379.001,20/02/2015 08:00
21/02/2015,485.21,21/02/2015 08:00,378.626,21/02/2015 08:00
22/02/2015,485.42,22/02/2015 08:00,382.578,22/02/2015 08:00
23/02/2015,485.48,23/02/2015 08:00,383.713,23/02/2015 08:00
24/02/2015,485.11,24/02/2015 08:00,376.756,24/02/2015 08:00
25/02/2015,484.35,25/02/2015 08:00,362.776,25/02/2015 08:00
26/02/2015,485.25,26/02/2015 08:00,379.376,26/02/2015 08:00
27/02/2015,486.71,27/02/2015 08:00,407.584,27/02/2015 08:00
28/02/2015,486.82,28/02/2015 08:00,409.777,28/02/2015 08:00
1/3/2015,486.15,1/3/2015 8:00,396.572,1/3/2015 8:00
2/3/2015,485.75,2/3/2015 8:00,388.854,2/3/2015 8:00
3/3/2015,485.59,3/3/2015 8:00,385.801,3/3/2015 8:00
4/3/2015,485.23,4/3/2015 8:00,379.001,4/3/2015 8:00
5/3/2015,484.74,5/3/2015 8:00,369.898,5/3/2015 8:00
6/3/2015,484.62,6/3/2015 8:00,367.695,6/3/2015 8:00
7/3/2015,484.59,7/3/2015 8:00,367.146,7/3/2015 8:00
8/3/2015,484.49,8/3/2015 8:00,365.32,8/3/2015 8:00
9/3/2015,484.52,9/3/2015 8:00,365.867,9/3/2015 8:00
10/3/2015,484.65,10/3/2015 8:00,368.245,10/3/2015 8:00
11/3/2015,484.77,11/3/2015 8:00,370.451,11/3/2015 8:00
12/3/2015,484.89,12/3/2015 8:00,372.666,12/3/2015 8:00
13/03/2015,484.73,13/03/2015 08:00,369.714,13/03/2015 08:00
14/03/2015,484.48,14/03/2015 08:00,365.138,14/03/2015 08:00
15/03/2015,484.41,15/03/2015 08:00,363.865,15/03/2015 08:00
16/03/2015,484.27,16/03/2015 08:00,361.328,16/03/2015 08:00
17/03/2015,484.24,17/03/2015 08:00,360.786,17/03/2015 08:00
18/03/2015,484.23,18/03/2015 08:00,360.606,18/03/2015 08:00
19/03/2015,484.24,19/03/2015 08:00,360.786,19/03/2015 08:00
20/03/2015,484.27,20/03/2015 08:00,361.328,20/03/2015 08:00
21/03/2015,484.35,21/03/2015 08:00,362.776,21/03/2015 08:00
22/03/2015,484.47,22/03/2015 08:00,364.956,22/03/2015 08:00
23/03/2015,484.62,23/03/2015 08:00,367.695,23/03/2015 08:00
24/03/2015,484.89,24/03/2015 08:00,372.666,24/03/2015 08:00
25/03/2015,485.11,25/03/2015 08:00,376.756,25/03/2015 08:00
26/03/2015,485.15,26/03/2015 08:00,377.503,26/03/2015 08:00
27/03/2015,484.88,27/03/2015 08:00,372.481,27/03/2015 08:00
28/03/2015,484.84,28/03/2015 08:00,371.742,28/03/2015 08:00
29/03/2015,485.13,29/03/2015 08:00,377.129,29/03/2015 08:00
30/03/2015,485.27,30/03/2015 08:00,379.752,30/03/2015 08:00
31/03/2015,485.1,31/03/2015 08:00,376.569,31/03/2015 08:00
1/4/2015,484.96,1/4/2015 8:00,373.964,1/4/2015 8:00
2/4/2015,484.78,2/4/2015 8:00,370.635,2/4/2015 8:00
3/4/2015,484.83,3/4/2015 8:00,371.557,3/4/2015 8:00
4/4/2015,484.89,4/4/2015 8:00,372.666,4/4/2015 8:00
5/4/2015,484.95,5/4/2015 8:00,373.778,5/4/2015 8:00
6/4/2015,485,6/4/2015 8:00,374.707,6/4/2015 8:00
7/4/2015,485.04,7/4/2015 8:00,375.451,7/4/2015 8:00
8/4/2015,485.06,8/4/2015 8:00,375.823,8/4/2015 8:00
9/4/2015,485.07,9/4/2015 8:00,376.01,9/4/2015 8:00
10/4/2015,485.06,10/4/2015 8:00,375.823,10/4/2015 8:00
11/4/2015,485.04,11/4/2015 8:00,375.451,11/4/2015 8:00
12/4/2015,485.02,12/4/2015 8:00,375.079,12/4/2015 8:00
13/04/2015,485.02,13/04/2015 08:00,375.079,13/04/2015 08:00
14/04/2015,485.01,14/04/2015 08:00,374.893,14/04/2015 08:00
15/04/2015,484.99,15/04/2015 08:00,374.521,15/04/2015 08:00
16/04/2015,485,16/04/2015 08:00,374.707,16/04/2015 08:00
17/04/2015,485.06,17/04/2015 08:00,375.823,17/04/2015 08:00
18/04/2015,485.12,18/04/2015 08:00,376.942,18/04/2015 08:00
19/04/2015,485.25,19/04/2015 08:00,379.376,19/04/2015 08:00
20/04/2015,485.4,20/04/2015 08:00,382.2,20/04/2015 08:00
21/04/2015,485.48,21/04/2015 08:00,383.713,21/04/2015 08:00
22/04/2015,485.52,22/04/2015 08:00,384.471,22/04/2015 08:00
23/04/2015,485.56,23/04/2015 08:00,385.231,23/04/2015 08:00
24/04/2015,485.62,24/04/2015 08:00,386.372,24/04/2015 08:00
25/04/2015,485.69,25/04/2015 08:00,387.707,25/04/2015 08:00
26/04/2015,485.74,26/04/2015 08:00,388.663,26/04/2015 08:00
27/04/2015,485.94,27/04/2015 08:00,392.505,27/04/2015 08:00
28/04/2015,486.3,28/04/2015 08:00,399.497,28/04/2015 08:00
29/04/2015,486.49,29/04/2015 08:00,403.228,29/04/2015 08:00
30/04/2015,486.58,30/04/2015 08:00,405.006,30/04/2015 08:00
1/5/2015,486.63,1/5/2015 8:00,405.996,1/5/2015 8:00
2/5/2015,486.72,2/5/2015 8:00,407.783,2/5/2015 8:00
3/5/2015,486.83,3/5/2015 8:00,409.976,3/5/2015 8:00
4/5/2015,486.95,4/5/2015 8:00,412.38,4/5/2015 8:00
5/5/2015,486.99,5/5/2015 8:00,413.184,5/5/2015 8:00
6/5/2015,486.94,6/5/2015 8:00,412.179,6/5/2015 8:00
7/5/2015,486.85,7/5/2015 8:00,410.376,7/5/2015 8:00
8/5/2015,486.79,8/5/2015 8:00,409.178,8/5/2015 8:00
9/5/2015,486.73,9/5/2015 8:00,407.982,9/5/2015 8:00
10/5/2015,486.67,10/5/2015 8:00,406.789,10/5/2015 8:00
11/5/2015,486.59,11/5/2015 8:00,405.204,11/5/2015 8:00
12/5/2015,486.51,12/5/2015 8:00,403.623,12/5/2015 8:00
13/05/2015,486.43,13/05/2015 08:00,402.047,13/05/2015 08:00
14/05/2015,486.36,14/05/2015 08:00,400.673,14/05/2015 08:00
15/05/2015,486.28,15/05/2015 08:00,399.106,15/05/2015 08:00
16/05/2015,486.2,16/05/2015 08:00,397.545,16/05/2015 08:00
17/05/2015,486.1,17/05/2015 08:00,395.6,17/05/2015 08:00
18/05/2015,485.98,18/05/2015 08:00,393.277,18/05/2015 08:00
19/05/2015,485.88,19/05/2015 08:00,391.349,19/05/2015 08:00
20/05/2015,485.77,20/05/2015 08:00,389.237,20/05/2015 08:00
21/05/2015,485.63,21/05/2015 08:00,386.562,21/05/2015 08:00
22/05/2015,485.48,22/05/2015 08:00,383.713,22/05/2015 08:00
23/05/2015,485.3,23/05/2015 08:00,380.316,23/05/2015 08:00
24/05/2015,485.16,24/05/2015 08:00,377.69,24/05/2015 08:00
25/05/2015,,,,
26/05/2015,484.87,26/05/2015 08:00,372.296,26/05/2015 08:00
27/05/2015,484.7,27/05/2015 08:00,369.163,27/05/2015 08:00
28/05/2015,484.53,28/05/2015 08:00,366.05,28/05/2015 08:00
29/05/2015,484.36,29/05/2015 08:00,362.957,29/05/2015 08:00
30/05/2015,484.22,30/05/2015 08:00,360.425,30/05/2015 08:00
31/05/2015,484.09,31/05/2015 08:00,358.087,31/05/2015 08:00
1/6/2015,483.94,1/6/2015 8:00,355.402,1/6/2015 8:00
2/6/2015,483.79,2/6/2015 8:00,352.734,2/6/2015 8:00
3/6/2015,483.64,3/6/2015 8:00,350.08,3/6/2015 8:00
4/6/2015,483.53,4/6/2015 8:00,348.144,4/6/2015 8:00
5/6/2015,483.4,5/6/2015 8:00,345.866,5/6/2015 8:00
6/6/2015,483.29,6/6/2015 8:00,343.947,6/6/2015 8:00
7/6/2015,483.18,7/6/2015 8:00,342.037,7/6/2015 8:00
8/6/2015,483.06,8/6/2015 8:00,339.961,8/6/2015 8:00
9/6/2015,482.93,9/6/2015 8:00,337.724,9/6/2015 8:00
10/6/2015,482.8,10/6/2015 8:00,335.497,10/6/2015 8:00
11/6/2015,482.81,11/6/2015 8:00,335.668,11/6/2015 8:00
12/6/2015,482.9,12/6/2015 8:00,337.209,12/6/2015 8:00
13/06/2015,483.01,13/06/2015 08:00,339.099,13/06/2015 08:00
14/06/2015,483.2,14/06/2015 08:00,342.384,14/06/2015 08:00
15/06/2015,483.37,15/06/2015 08:00,345.342,15/06/2015 08:00
16/06/2015,483.43,16/06/2015 08:00,346.391,16/06/2015 08:00
17/06/2015,483.47,17/06/2015 08:00,347.091,17/06/2015 08:00
18/06/2015,483.51,18/06/2015 08:00,347.793,18/06/2015 08:00
19/06/2015,483.48,19/06/2015 08:00,347.267,19/06/2015 08:00
20/06/2015,483.44,20/06/2015 08:00,346.566,20/06/2015 08:00
21/06/2015,483.37,21/06/2015 08:00,345.342,21/06/2015 08:00
22/06/2015,483.25,22/06/2015 08:00,343.252,22/06/2015 08:00
23/06/2015,483.11,23/06/2015 08:00,340.825,23/06/2015 08:00
24/06/2015,482.96,24/06/2015 08:00,338.239,24/06/2015 08:00
25/06/2015,482.78,25/06/2015 08:00,335.155,25/06/2015 08:00
26/06/2015,482.6,26/06/2015 08:00,332.092,26/06/2015 08:00
27/06/2015,482.41,27/06/2015 08:00,328.882,27/06/2015 08:00
28/06/2015,482.24,28/06/2015 08:00,326.028,28/06/2015 08:00
29/06/2015,482.06,29/06/2015 08:00,323.026,29/06/2015 08:00
30/06/2015,481.87,30/06/2015 08:00,319.88,30/06/2015 08:00
1/7/2015,481.76,1/7/2015 8:00,318.068,1/7/2015 8:00
2/7/2015,481.55,2/7/2015 8:00,314.63,2/7/2015 8:00
3/7/2015,481.33,3/7/2015 8:00,311.057,3/7/2015 8:00
4/7/2015,481.11,4/7/2015 8:00,307.513,4/7/2015 8:00
5/7/2015,480.89,5/7/2015 8:00,303.997,5/7/2015 8:00
6/7/2015,480.66,6/7/2015 8:00,300.352,6/7/2015 8:00
7/7/2015,480.43,7/7/2015 8:00,296.738,7/7/2015 8:00
8/7/2015,480.19,8/7/2015 8:00,292.998,8/7/2015 8:00
9/7/2015,479.94,9/7/2015 8:00,289.138,9/7/2015 8:00
10/7/2015,479.7,10/7/2015 8:00,285.465,10/7/2015 8:00
11/7/2015,479.49,11/7/2015 8:00,282.277,11/7/2015 8:00
12/7/2015,479.29,12/7/2015 8:00,279.264,12/7/2015 8:00
13/07/2015,479.06,13/07/2015 08:00,275.825,13/07/2015 08:00
14/07/2015,478.81,14/07/2015 08:00,272.12,14/07/2015 08:00
15/07/2015,478.54,15/07/2015 08:00,268.156,15/07/2015 08:00
16/07/2015,478.28,16/07/2015 08:00,264.375,16/07/2015 08:00
17/07/2015,478.03,17/07/2015 08:00,260.773,17/07/2015 08:00
18/07/2015,477.8,18/07/2015 08:00,257.488,18/07/2015 08:00
19/07/2015,477.62,19/07/2015 08:00,254.935,19/07/2015 08:00
20/07/2015,477.41,20/07/2015 08:00,251.978,20/07/2015 08:00
21/07/2015,477.18,21/07/2015 08:00,248.765,21/07/2015 08:00
22/07/2015,477,22/07/2015 08:00,246.269,22/07/2015 08:00
23/07/2015,476.95,23/07/2015 08:00,245.579,23/07/2015 08:00
24/07/2015,476.88,24/07/2015 08:00,244.614,24/07/2015 08:00
25/07/2015,476.78,25/07/2015 08:00,243.24,25/07/2015 08:00
26/07/2015,476.69,26/07/2015 08:00,242.008,26/07/2015 08:00
27/07/2015,476.58,27/07/2015 08:00,240.507,27/07/2015 08:00
28/07/2015,476.34,28/07/2015 08:00,237.254,28/07/2015 08:00
29/07/2015,476.1,29/07/2015 08:00,234.028,29/07/2015 08:00
30/07/2015,475.85,30/07/2015 08:00,230.697,30/07/2015 08:00
31/07/2015,475.65,31/07/2015 08:00,228.054,31/07/2015 08:00
1/8/2015,475.68,1/8/2015 8:00,228.449,1/8/2015 8:00
2/8/2015,475.68,2/8/2015 8:00,228.449,2/8/2015 8:00
3/8/2015,475.61,3/8/2015 8:00,227.528,3/8/2015 8:00
4/8/2015,475.49,4/8/2015 8:00,225.953,4/8/2015 8:00
5/8/2015,475.36,5/8/2015 8:00,224.255,5/8/2015 8:00
6/8/2015,475.23,6/8/2015 8:00,222.565,6/8/2015 8:00
7/8/2015,475.09,7/8/2015 8:00,220.754,7/8/2015 8:00
8/8/2015,474.95,8/8/2015 8:00,218.952,8/8/2015 8:00
9/8/2015,474.83,9/8/2015 8:00,217.414,9/8/2015 8:00
10/8/2015,474.72,10/8/2015 8:00,216.011,10/8/2015 8:00
11/8/2015,474.56,11/8/2015 8:00,213.979,11/8/2015 8:00
12/8/2015,474.34,12/8/2015 8:00,211.205,12/8/2015 8:00
13/08/2015,474.13,13/08/2015 08:00,208.577,13/08/2015 08:00
14/08/2015,473.96,14/08/2015 08:00,206.464,14/08/2015 08:00
15/08/2015,473.83,15/08/2015 08:00,204.858,15/08/2015 08:00
16/08/2015,473.71,16/08/2015 08:00,203.381,16/08/2015 08:00
17/08/2015,473.58,17/08/2015 08:00,201.789,17/08/2015 08:00
18/08/2015,473.41,18/08/2015 08:00,199.718,18/08/2015 08:00
19/08/2015,473.22,19/08/2015 08:00,197.419,19/08/2015 08:00
20/08/2015,473.02,20/08/2015 08:00,195.016,20/08/2015 08:00
21/08/2015,472.81,21/08/2015 08:00,192.512,21/08/2015 08:00
22/08/2015,472.59,22/08/2015 08:00,189.908,22/08/2015 08:00
23/08/2015,472.43,23/08/2015 08:00,188.029,23/08/2015 08:00
24/08/2015,472.27,24/08/2015 08:00,186.16,24/08/2015 08:00
25/08/2015,472.07,25/08/2015 08:00,183.839,25/08/2015 08:00
26/08/2015,471.79,26/08/2015 08:00,180.619,26/08/2015 08:00
27/08/2015,471.5,27/08/2015 08:00,177.319,27/08/2015 08:00
28/08/2015,471.22,28/08/2015 08:00,174.166,28/08/2015 08:00
29/08/2015,470.96,29/08/2015 08:00,171.269,29/08/2015 08:00
30/08/2015,470.75,30/08/2015 08:00,168.949,30/08/2015 08:00
31/08/2015,470.5,31/08/2015 08:00,166.211,31/08/2015 08:00
1/9/2015,470.28,1/9/2015 8:00,163.823,1/9/2015 8:00
2/9/2015,470.09,2/9/2015 8:00,161.776,2/9/2015 8:00
3/9/2015,469.95,3/9/2015 8:00,160.278,3/9/2015 8:00
4/9/2015,469.82,4/9/2015 8:00,158.894,4/9/2015 8:00
5/9/2015,469.72,5/9/2015 8:00,157.834,5/9/2015 8:00
6/9/2015,469.63,6/9/2015 8:00,156.884,6/9/2015 8:00
7/9/2015,469.53,7/9/2015 8:00,155.831,7/9/2015 8:00
8/9/2015,469.4,8/9/2015 8:00,154.469,8/9/2015 8:00
9/9/2015,469.3,9/9/2015 8:00,153.427,9/9/2015 8:00
10/9/2015,469.1,10/9/2015 8:00,151.353,10/9/2015 8:00
11/9/2015,468.91,11/9/2015 8:00,149.398,11/9/2015 8:00
12/9/2015,468.75,12/9/2015 8:00,147.763,12/9/2015 8:00
13/09/2015,468.74,13/09/2015 08:00,147.661,13/09/2015 08:00
14/09/2015,468.68,14/09/2015 08:00,147.051,14/09/2015 08:00
15/09/2015,468.54,15/09/2015 08:00,145.632,15/09/2015 08:00
16/09/2015,468.36,16/09/2015 08:00,143.82,16/09/2015 08:00
17/09/2015,468.58,17/09/2015 08:00,146.037,17/09/2015 08:00
18/09/2015,469,18/09/2015 08:00,150.322,18/09/2015 08:00
19/09/2015,469.11,19/09/2015 08:00,151.456,19/09/2015 08:00
20/09/2015,469.15,20/09/2015 08:00,151.87,20/09/2015 08:00
21/09/2015,469.15,21/09/2015 08:00,151.87,21/09/2015 08:00
22/09/2015,469.1,22/09/2015 08:00,151.353,22/09/2015 08:00
23/09/2015,468.98,23/09/2015 08:00,150.116,23/09/2015 08:00
24/09/2015,468.84,24/09/2015 08:00,148.681,24/09/2015 08:00
25/09/2015,468.67,25/09/2015 08:00,146.949,25/09/2015 08:00
26/09/2015,468.5,26/09/2015 08:00,145.229,26/09/2015 08:00
27/09/2015,468.33,27/09/2015 08:00,143.52,27/09/2015 08:00
28/09/2015,468.17,28/09/2015 08:00,141.922,28/09/2015 08:00
29/09/2015,467.96,29/09/2015 08:00,139.84,29/09/2015 08:00
30/09/2015,467.73,30/09/2015 08:00,137.58,30/09/2015 08:00
1/10/2015,467.5,1/10/2015 8:00,135.341,1/10/2015 8:00
2/10/2015,467.27,2/10/2015 8:00,133.122,2/10/2015 8:00
3/10/2015,467.1,3/10/2015 8:00,131.496,3/10/2015 8:00
4/10/2015,466.94,4/10/2015 8:00,129.976,4/10/2015 8:00
5/10/2015,466.76,5/10/2015 8:00,128.278,5/10/2015 8:00
6/10/2015,466.64,6/10/2015 8:00,127.152,6/10/2015 8:00
7/10/2015,466.65,7/10/2015 8:00,127.246,7/10/2015 8:00
8/10/2015,466.65,8/10/2015 8:00,127.246,8/10/2015 8:00
9/10/2015,466.51,9/10/2015 8:00,125.94,9/10/2015 8:00
10/10/2015,466.35,10/10/2015 8:00,124.456,10/10/2015 8:00
11/10/2015,466.18,11/10/2015 8:00,122.891,11/10/2015 8:00
12/10/2015,466.08,12/10/2015 8:00,121.976,12/10/2015 8:00
13/10/2015,466.1,13/10/2015 08:00,122.159,13/10/2015 08:00
14/10/2015,466.15,14/10/2015 08:00,122.616,14/10/2015 08:00
15/10/2015,466.2,15/10/2015 08:00,123.075,15/10/2015 08:00
16/10/2015,466.24,16/10/2015 08:00,123.442,16/10/2015 08:00
17/10/2015,466.27,17/10/2015 08:00,123.718,17/10/2015 08:00
18/10/2015,466.3,18/10/2015 08:00,123.995,18/10/2015 08:00
19/10/2015,466.34,19/10/2015 08:00,124.364,19/10/2015 08:00
20/10/2015,466.38,20/10/2015 08:00,124.734,20/10/2015 08:00
21/10/2015,466.41,21/10/2015 08:00,125.012,21/10/2015 08:00
22/10/2015,466.43,22/10/2015 08:00,125.197,22/10/2015 08:00
23/10/2015,466.46,23/10/2015 08:00,125.475,23/10/2015 08:00
24/10/2015,466.5,24/10/2015 08:00,125.847,24/10/2015 08:00
25/10/2015,466.52,25/10/2015 08:00,126.033,25/10/2015 08:00
26/10/2015,466.56,26/10/2015 08:00,126.405,26/10/2015 08:00
27/10/2015,466.59,27/10/2015 08:00,126.685,27/10/2015 08:00
28/10/2015,466.63,28/10/2015 08:00,127.059,28/10/2015 08:00
29/10/2015,466.73,29/10/2015 08:00,127.996,29/10/2015 08:00
30/10/2015,466.84,30/10/2015 08:00,129.031,30/10/2015 08:00
31/10/2015,466.89,31/10/2015 08:00,129.503,31/10/2015 08:00
1/11/2015,466.86,1/11/2015 8:00,129.219,1/11/2015 8:00
2/11/2015,466.79,2/11/2015 8:00,128.56,2/11/2015 8:00
3/11/2015,466.81,3/11/2015 8:00,128.748,3/11/2015 8:00
4/11/2015,467.33,4/11/2015 8:00,133.699,4/11/2015 8:00
5/11/2015,467.66,5/11/2015 8:00,136.896,5/11/2015 8:00
6/11/2015,467.75,6/11/2015 8:00,137.775,6/11/2015 8:00
7/11/2015,467.8,7/11/2015 8:00,138.265,7/11/2015 8:00
8/11/2015,467.86,8/11/2015 8:00,138.855,8/11/2015 8:00
9/11/2015,467.95,9/11/2015 8:00,139.741,9/11/2015 8:00
10/11/2015,468,10/11/2015 8:00,140.235,10/11/2015 8:00
11/11/2015,468.01,11/11/2015 8:00,140.334,11/11/2015 8:00
12/11/2015,468.07,12/11/2015 8:00,140.928,12/11/2015 8:00
13/11/2015,468.11,13/11/2015 08:00,141.325,13/11/2015 08:00
14/11/2015,468.15,14/11/2015 08:00,141.723,14/11/2015 08:00
15/11/2015,468.17,15/11/2015 08:00,141.922,15/11/2015 08:00
16/11/2015,468.17,16/11/2015 08:00,141.922,16/11/2015 08:00
17/11/2015,468.2,17/11/2015 08:00,142.22,17/11/2015 08:00
18/11/2015,468.22,18/11/2015 08:00,142.42,18/11/2015 08:00
19/11/2015,468.23,19/11/2015 08:00,142.52,19/11/2015 08:00
20/11/2015,468.26,20/11/2015 08:00,142.819,20/11/2015 08:00
21/11/2015,468.27,21/11/2015 08:00,142.919,21/11/2015 08:00
22/11/2015,468.34,22/11/2015 08:00,143.62,22/11/2015 08:00
23/11/2015,468.38,23/11/2015 08:00,144.021,23/11/2015 08:00
24/11/2015,468.41,24/11/2015 08:00,144.322,24/11/2015 08:00
25/11/2015,468.45,25/11/2015 08:00,144.725,25/11/2015 08:00
26/11/2015,469.41,26/11/2015 08:00,154.574,26/11/2015 08:00
27/11/2015,470.56,27/11/2015 08:00,166.865,27/11/2015 08:00
28/11/2015,471.01,28/11/2015 08:00,171.824,28/11/2015 08:00
29/11/2015,471.24,29/11/2015 08:00,174.39,29/11/2015 08:00
30/11/2015,471.35,30/11/2015 08:00,175.626,30/11/2015 08:00
1/12/2015,471.4,1/12/2015 8:00,176.189,1/12/2015 8:00
2/12/2015,471.41,2/12/2015 8:00,176.302,2/12/2015 8:00
3/12/2015,471.45,3/12/2015 8:00,176.754,3/12/2015 8:00
4/12/2015,471.35,4/12/2015 8:00,175.626,4/12/2015 8:00
5/12/2015,471.41,5/12/2015 8:00,176.302,5/12/2015 8:00
6/12/2015,471.4,6/12/2015 8:00,176.189,6/12/2015 8:00
7/12/2015,471.43,7/12/2015 8:00,176.528,7/12/2015 8:00
8/12/2015,471.5,8/12/2015 8:00,177.319,8/12/2015 8:00
9/12/2015,471.54,9/12/2015 8:00,177.772,9/12/2015 8:00
10/12/2015,471.61,10/12/2015 8:00,178.566,10/12/2015 8:00
11/12/2015,471.66,11/12/2015 8:00,179.135,11/12/2015 8:00
12/12/2015,471.72,12/12/2015 8:00,179.819,12/12/2015 8:00
13/12/2015,471.76,13/12/2015 08:00,180.276,13/12/2015 08:00
14/12/2015,471.82,14/12/2015 08:00,180.962,14/12/2015 08:00
15/12/2015,471.85,15/12/2015 08:00,181.306,15/12/2015 08:00
16/12/2015,471.86,16/12/2015 08:00,181.421,16/12/2015 08:00
17/12/2015,471.88,17/12/2015 08:00,181.65,17/12/2015 08:00
18/12/2015,471.93,18/12/2015 08:00,182.225,18/12/2015 08:00
19/12/2015,471.97,19/12/2015 08:00,182.685,19/12/2015 08:00
20/12/2015,472.01,20/12/2015 08:00,183.146,20/12/2015 08:00
21/12/2015,472.04,21/12/2015 08:00,183.492,21/12/2015 08:00
22/12/2015,472.1,22/12/2015 08:00,184.186,22/12/2015 08:00
23/12/2015,472.11,23/12/2015 08:00,184.302,23/12/2015 08:00
24/12/2015,472.11,24/12/2015 08:00,184.302,24/12/2015 08:00
25/12/2015,472.1,25/12/2015 08:00,184.186,25/12/2015 08:00
26/12/2015,472.08,26/12/2015 08:00,183.955,26/12/2015 08:00
27/12/2015,471.86,27/12/2015 08:00,181.421,27/12/2015 08:00
28/12/2015,471.83,28/12/2015 08:00,181.077,28/12/2015 08:00
29/12/2015,471.85,29/12/2015 08:00,181.306,29/12/2015 08:00
30/12/2015,471.79,30/12/2015 08:00,180.619,30/12/2015 08:00
31/12/2015,471.77,31/12/2015 08:00,180.39,31/12/2015 08:00
1/1/2016,471.77,1/1/2016 8:00,180.39,1/1/2016 8:00
2/1/2016,471.79,2/1/2016 8:00,180.619,2/1/2016 8:00
3/1/2016,471.82,3/1/2016 8:00,180.962,3/1/2016 8:00
4/1/2016,471.92,4/1/2016 8:00,182.11,4/1/2016 8:00
5/1/2016,472.45,5/1/2016 8:00,188.263,5/1/2016 8:00
6/1/2016,472.75,6/1/2016 8:00,191.8,6/1/2016 8:00
7/1/2016,472.91,7/1/2016 8:00,193.702,7/1/2016 8:00
8/1/2016,473.31,8/1/2016 8:00,198.506,8/1/2016 8:00
9/1/2016,474.27,9/1/2016 8:00,210.327,9/1/2016 8:00
10/1/2016,475.29,10/1/2016 8:00,223.344,10/1/2016 8:00
11/1/2016,476.29,11/1/2016 8:00,236.579,11/1/2016 8:00
12/1/2016,477.63,12/1/2016 8:00,255.077,12/1/2016 8:00
